resena_id,cliente_id,libro_id,calificacion,comentario,fecha_resena
396,727,978-84-9838-137-0,2,Esperaba muchísimo más.,2024-02-17
397,727,978-1-49-204579-1,4,Lectura atrapante casi todo el tiempo.,2024-03-10
398,727,978-1-61-729443-3,4,Un libro para recomendar.,2024-02-10
399,345,978-1-49-192912-2,4,História bem construída.,2024-03-04
400,345,978-0-7432-7358-9,5,Superou expectativas.,2024-01-07
401,345,978-84-376-0494-7,3,"Simples, direto, razoável.",2024-02-08
402,345,978-0-452-28423-4,3,Regular.,2024-01-10
403,456,978-0-307-58846-7,1,Horrível do começo ao fim.,2024-01-25
404,456,978-1-59-327599-0,5,Um dos melhores que já li.,2024-02-14
405,738,978-0-452-28831-7,1,Bem abaixo do esperado.,2024-03-21
406,455,978-84-204-8065-2,5,Excelente!,2024-03-07
407,455,978-84-663-4265-8,5,Muito emocionante.,2024-02-20
408,455,978-84-670-5504-3,5,Uma verdadeira obra-prima.,2024-02-17
409,647,978-0-14-310595-4,4,Me gustó bastante.,2024-03-08
410,168,978-0-06-231609-7,5,Maravilhoso.,2024-01-09
411,434,978-0-14-310595-4,3,"Aceptable, aunque le falta profundidad.",2024-02-19
412,434,978-1-61-729443-3,4,Lectura atrapante casi todo el tiempo.,2024-02-18
413,828,978-1-59-327599-0,3,"Fair, but nothing amazing.",2024-03-11
414,298,978-1-61-729608-6,4,Overall very solid.,2024-01-23
415,233,978-1-59327-950-9,5,Muito emocionante.,2024-03-22
416,233,978-84-664-0542-1,4,Excelente quase o livro todo.,2024-02-03
417,233,978-0-13-468599-1,1,Totalmente decepcionante.,2024-02-11
418,831,978-84-664-0542-1,3,Correcto pero olvidable.,2024-02-25
419,831,978-0-14-044926-6,5,De los mejores que he leído en años.,2024-03-03
420,831,978-84-938-4620-5,3,Correcto pero olvidable.,2024-03-15
421,831,978-1-32-400189-1,4,Gran desarrollo de personajes.,2024-02-17
422,831,978-1-61-729443-3,4,Una lectura que disfruté mucho.,2024-03-18
423,782,978-84-664-0542-1,3,"Fair, but nothing amazing.",2024-02-10
424,121,978-1-59327-950-9,1,Bem abaixo do esperado.,2024-01-29
425,951,978-1-61-729454-9,3,"Good in parts, weak in others.",2024-03-05
426,918,978-84-204-8527-5,4,Cumple ampliamente.,2024-03-05
427,918,978-0-452-28423-4,5,Simplemente maravilloso.,2024-02-03
428,678,978-0-06-231609-7,1,Um livro que não recomendo.,2024-03-05
429,678,978-1-32-400189-1,5,Leitura obrigatória.,2024-02-13
430,678,978-0-385-07473-3,2,Leitura esquecível.,2024-02-01
431,64,978-0-14-044926-6,4,Really good storytelling.,2024-02-18
432,64,978-84-204-8065-2,4,Worth reading for sure.,2024-01-28
433,270,978-1-49-205387-1,5,Leitura obrigatória.,2024-03-10
434,951,978-84-664-0542-1,5,A brilliant work.,2024-02-28
435,951,978-0-14-044926-6,5,Beautifully written.,2024-02-28
436,951,978-1-32-400189-1,5,A true gem.,2024-02-17
437,951,978-1-61-729608-6,2,An okay read but not satisfying.,2024-03-02
438,361,978-0-14-310595-4,5,Exceeded my expectations.,2024-03-04
439,361,978-1-32-400189-1,5,Highly recommended!,2024-02-21
440,922,978-0-7432-7357-2,5,Simplesmente magnífico.,2024-02-03
441,922,978-0-07-352340-8,2,Personagens sem profundidade.,2024-02-14
442,716,978-1-59-327599-0,3,Normal para su precio.,2024-02-29
443,442,978-0-15-601219-5,2,Tiene algunos momentos pero no alcanza.,2024-01-20
444,442,978-84-663-4265-8,4,Muy sólido en general.,2024-03-05
445,442,978-1-59327-992-9,3,Tiene partes buenas y partes flojas.,2024-02-23
446,377,978-1-49-205387-1,5,Exceeded my expectations.,2024-02-20
447,377,978-0-06-231609-7,3,"A simple, light read.",2024-03-05
448,180,978-85-508-0460-8,4,Gostei bastante.,2024-02-11
449,762,978-0-14-310497-1,5,Uma obra incrível!,2024-02-03
450,762,978-1-32-400189-1,4,Fácil de recomendar.,2024-01-08
451,762,978-1-49-204579-1,5,Superou expectativas.,2024-01-31
452,143,978-0-06-245771-4,5,Uma verdadeira obra-prima.,2024-03-03
453,143,978-0-7432-7358-9,5,Uma obra incrível!,2024-02-18
454,57,978-1-61-729608-6,4,Gostei bastante.,2024-01-20
455,57,978-1-61-729454-9,4,Bem escrito e envolvente.,2024-01-12
456,57,978-0-452-28831-7,4,Muito bom!,2024-02-24
457,400,978-1-61-729443-3,5,Muito emocionante.,2024-01-30
458,400,978-0-06-231609-7,3,Nada surpreendente.,2024-03-14
459,945,978-0-13-468599-1,5,Absolutely amazing.,2024-01-27
460,945,978-1-61-729608-6,1,A disaster from start to finish.,2024-03-15
461,945,978-0-7432-7358-9,5,Phenomenal storytelling.,2024-02-25
462,945,978-1-59327-992-9,5,Couldn’t put it down.,2024-01-31
463,558,978-0-59-600920-5,4,Excelente quase o livro todo.,2024-03-23
464,558,978-84-938-4620-5,5,Superou expectativas.,2024-02-06
465,728,978-0-13-468599-1,5,Una experiencia que me marcó.,2024-01-14
466,728,978-0-14-044926-6,4,Muy sólido en general.,2024-02-06
467,728,978-0-59-600920-5,3,Ni fu ni fa.,2024-02-19
468,728,978-84-9838-137-0,5,5 estrellas sin dudarlo.,2024-01-07
469,728,978-85-508-0460-8,3,Correcto pero olvidable.,2024-02-20
470,250,978-0-14-310595-4,5,Um dos melhores que já li.,2024-03-07
471,250,978-84-670-5504-3,1,Totalmente decepcionante.,2024-02-06
472,250,978-0-07-352340-8,5,Cinco estrelas sem pensar duas vezes.,2024-02-25
473,587,978-0-06-245771-4,5,Highly recommended!,2024-01-29
474,623,978-1-61-729608-6,5,Simplesmente magnífico.,2024-02-26
475,623,978-1-61-729443-3,4,Me surpreendeu positivamente.,2024-02-19
476,623,978-0-14-044926-6,5,Perfeito do início ao fim.,2024-02-26
477,49,978-0-07-352340-8,1,Não vale o tempo.,2024-03-05
478,49,978-1-61-729454-9,4,Fácil de recomendar.,2024-02-06
479,882,978-1-49-204579-1,4,Me tuvo enganchada de principio a fin.,2024-02-20
480,663,978-0-307-58846-7,3,Bom para passar o tempo.,2024-02-20
481,939,978-84-670-5504-3,2,Esperava mais.,2024-01-05
482,417,978-1-49-204579-1,2,Tiene algunos momentos pero no alcanza.,2024-01-28
483,417,978-1-61-729454-9,3,Una lectura rápida y ligera.,2024-02-18
484,417,978-0-13-468599-1,3,"Buena idea, ejecución promedio.",2024-01-19
485,424,978-0-15-601219-5,1,Não gostei.,2024-01-14
486,49,978-0-385-07473-3,4,Bem escrito e envolvente.,2024-02-29
487,49,978-0-59-600920-5,4,História bem construída.,2024-02-09
488,49,978-1-59327-950-9,5,Muito emocionante.,2024-03-13
489,49,978-1-61-729443-3,3,Aceitável considerando o preço.,2024-03-12
490,592,978-1-49-205387-1,3,"Predecible, pero disfrutable.",2024-02-17
491,592,978-84-663-5341-8,5,La mejor compra que pude haber hecho.,2024-02-09
492,267,978-0-14-310497-1,4,A delightful read.,2024-01-20
493,267,978-1-59327-992-9,5,Highly recommended!,2024-02-29
494,275,978-85-508-0460-8,4,Excelente quase o livro todo.,2024-02-24
495,531,978-84-663-4265-8,5,De esos libros que te cambian el día.,2024-03-20
496,531,978-0-525-51823-7,4,Muy superior a lo que esperaba.,2024-03-23
497,663,978-1-49-192912-2,4,Gostei bastante.,2024-02-29
498,663,978-0-14-310497-1,4,Gostei bastante.,2024-02-23
499,663,978-84-938-4620-5,5,Muito emocionante.,2024-02-07
500,161,978-0-452-28423-4,1,Não gostei.,2024-02-11
501,161,978-0-14-310595-4,5,Excelente!,2024-02-03
502,161,978-0-385-07473-3,3,Cumpre o básico.,2024-02-08
503,130,978-0-59-600920-5,3,Entretenimento razoável.,2024-03-02
504,130,978-0-385-07473-3,4,Recomendado.,2024-03-26
505,130,978-1-49-204579-1,3,Aceitável considerando o preço.,2024-03-05
506,130,978-84-670-5504-3,5,Maravilhoso.,2024-02-13
507,927,978-1-59327-992-9,3,Entretenimento razoável.,2024-01-17
508,927,978-84-9838-137-0,4,Fácil de recomendar.,2024-01-22
509,927,978-0-7432-7357-2,5,Muito emocionante.,2024-03-03
510,349,978-1-49-192912-2,4,Sorprendentemente bueno.,2024-01-23
511,349,978-84-204-8065-2,3,"Lectura simple, pasa el rato.",2024-03-01
512,50,978-1-49-207126-4,5,A masterpiece.,2024-01-28
513,50,978-1-59-327599-0,1,Terrible quality.,2024-03-06
514,892,978-1-61-729443-3,4,Una lectura que disfruté mucho.,2024-02-07
515,892,978-84-664-0542-1,5,Una obra maestra moderna.,2024-02-28
516,892,978-0-15-601219-5,5,Perfecto de principio a fin.,2024-03-17
517,892,978-0-14-310497-1,2,Empezó bien pero se vino abajo rápido.,2024-02-17
518,649,978-85-508-0460-8,3,Está ok.,2024-02-25
519,781,978-84-376-0494-7,5,Perfeito do início ao fim.,2024-02-12
520,781,978-1-59-327599-0,4,Me surpreendeu positivamente.,2024-03-04
521,259,978-0-59-600920-5,3,Nada surpreendente.,2024-01-30
522,259,978-1-49-192912-2,2,Leitura esquecível.,2024-02-12
523,259,978-85-508-0460-8,3,Aceitável considerando o preço.,2024-03-12
524,259,978-0-15-601219-5,3,Algumas partes me agradaram.,2024-01-23
525,484,978-84-938-4620-5,2,Não prende a atenção.,2024-03-19
526,484,978-1-32-400189-1,1,Qualidade péssima.,2024-01-27
527,332,978-84-664-0542-1,5,Absolutely amazing.,2024-01-10
528,332,978-0-06-245771-4,4,"Very good, recommended.",2024-01-24
529,332,978-1-49-207126-4,5,Five stars without hesitation.,2024-01-21
530,790,978-84-938-4620-5,5,Exceeded my expectations.,2024-01-11
531,472,978-1-49-207126-4,3,Algumas partes me agradaram.,2024-02-04
532,515,978-1-49-192912-2,5,Absolutely amazing.,2024-02-29
533,515,978-0-452-28831-7,5,One of my all-time favorites.,2024-02-23
534,255,978-0-59-600920-5,4,Really good storytelling.,2024-02-27
535,255,978-1-59-327599-0,4,Great pacing and characters.,2024-03-12
536,67,978-84-376-0494-7,3,Nada surpreendente.,2024-02-26
537,67,978-85-508-0460-8,5,Simplesmente magnífico.,2024-02-27
538,67,978-0-385-07473-3,5,Uma verdadeira obra-prima.,2024-02-07
539,564,978-0-14-044926-6,3,"Leitura leve, nada especial.",2024-02-16
540,887,978-84-663-4265-8,4,Fácil de recomendar.,2024-02-18
541,887,978-84-663-5341-8,1,Totalmente decepcionante.,2024-02-26
542,491,978-0-07-352340-8,1,I regret buying it.,2024-02-06
543,448,978-0-525-51823-7,5,Phenomenal storytelling.,2024-02-25
544,145,978-85-508-0460-8,1,One of the worst books I've read.,2024-01-30
545,846,978-1-59327-992-9,5,Uma verdadeira obra-prima.,2024-02-11
546,846,978-1-59327-950-9,5,Amei cada capítulo.,2024-01-28
547,846,978-84-664-0542-1,4,Me surpreendeu positivamente.,2024-03-14
548,300,978-1-49-207126-4,2,Esperava mais.,2024-01-04
549,300,978-1-49-204579-1,1,Muito mal escrito.,2024-01-24
550,129,978-0-06-231609-7,4,Overall very solid.,2024-01-25
551,79,978-1-59327-992-9,3,Aceitável considerando o preço.,2024-03-01
552,79,978-84-204-8065-2,5,Perfeito do início ao fim.,2024-02-24
553,79,978-1-49-204579-1,4,Ótimos personagens.,2024-02-14
554,66,978-0-14-310595-4,4,Would definitely recommend.,2024-03-14
555,458,978-0-307-58846-7,5,Muito emocionante.,2024-01-16
556,766,978-0-307-58846-7,5,Perfeito do início ao fim.,2024-01-31
557,766,978-1-59-327599-0,5,Leitura obrigatória.,2024-03-09
558,766,978-85-508-0460-8,4,Me surpreendeu positivamente.,2024-02-07
559,82,978-0-13-468599-1,5,Una obra maestra moderna.,2024-02-03
560,82,978-1-49-192912-2,3,Me mantuvo interesada algunas partes.,2024-01-13
561,204,978-84-663-4265-8,1,Não gostei.,2024-03-23
562,204,978-0-7432-7356-5,5,Cinco estrelas sem pensar duas vezes.,2024-02-22
563,204,978-1-61-729608-6,5,Uma verdadeira obra-prima.,2024-03-01
564,204,978-0-452-28831-7,5,Uma obra incrível!,2024-02-06
565,861,978-84-204-8527-5,2,"Mediano, com falhas claras.",2024-02-05
566,861,978-1-25-014405-8,4,Muito bom!,2024-02-08
567,861,978-0-7432-7357-2,5,Excelente!,2024-02-19
568,861,978-84-9838-137-0,4,Me surpreendeu positivamente.,2024-02-28
569,637,978-1-49-207126-4,2,Empezó bien pero se vino abajo rápido.,2024-02-25
570,637,978-1-49-192912-2,3,"Aceptable, aunque le falta profundidad.",2024-01-30
571,177,978-1-49-192912-2,3,It's ok.,2024-01-24
572,177,978-0-06-231609-7,2,"Not terrible, not good either.",2024-02-08
573,177,978-84-663-4265-8,2,Could be better.,2024-02-04
574,351,978-1-61-729608-6,1,Edição cheia de erros.,2024-02-16
575,351,978-1-61-729454-9,5,Uma verdadeira obra-prima.,2024-02-13
576,351,978-0-7432-7356-5,3,Entretenimento razoável.,2024-03-13
577,844,978-0-15-601219-5,4,Fácil de recomendar.,2024-02-24
578,844,978-1-59327-992-9,5,Superou expectativas.,2024-02-03
579,844,978-84-663-5341-8,3,"Leitura leve, nada especial.",2024-02-27
580,459,978-0-15-601219-5,1,Não gostei.,2024-02-11
581,459,978-0-385-07473-3,2,Personagens sem profundidade.,2024-03-02
582,459,978-0-06-231609-7,3,Regular.,2024-02-29
583,552,978-84-204-8065-2,5,Absolutely amazing.,2024-01-18
584,937,978-0-14-310595-4,4,Se nota el trabajo y la dedicación.,2024-01-14
585,311,978-1-25-014405-8,4,Lo volvería a leer.,2024-02-28
586,311,978-85-508-0460-8,5,5 estrellas sin dudarlo.,2024-03-30
587,508,978-1-49-205387-1,5,A masterpiece.,2024-03-10
588,914,978-85-508-0460-8,5,Superó mis expectativas.,2024-01-13
589,914,978-84-664-0542-1,2,La trama no engancha.,2024-03-07
590,914,978-0-13-468599-1,1,"Pensé que sería mejor, me equivoqué fuerte.",2024-03-10
591,344,978-1-49-205387-1,2,Poderia ser melhor.,2024-02-03
592,344,978-0-7432-7356-5,2,Leitura esquecível.,2024-02-16
593,344,978-0-385-07473-3,4,Ótimos personagens.,2024-01-12
594,717,978-1-61-729443-3,4,Muito bom!,2024-02-03
595,131,978-84-663-5341-8,5,Phenomenal storytelling.,2024-02-04
596,131,978-1-25-014405-8,4,Well written and engaging.,2024-01-06
597,131,978-0-7432-7358-9,4,Works great.,2024-02-10
598,131,978-0-7432-7356-5,4,Would definitely recommend.,2024-02-29
599,131,978-84-9838-137-0,4,Overall very solid.,2024-01-18
600,448,978-0-307-58846-7,5,A true gem.,2024-01-26
601,448,978-0-7432-7356-5,4,"Very good, recommended.",2024-02-18
602,211,978-1-49-207126-4,3,"No está mal, pero tampoco me fascinó.",2024-02-26
603,867,978-0-7432-7357-2,5,Simplemente maravilloso.,2024-02-13
604,337,978-84-376-0494-7,5,Un libro que releería mil veces.,2024-03-10
605,337,978-84-663-5341-8,5,Personajes increíbles y gran narrativa.,2024-02-26
606,337,978-0-7432-7358-9,3,"Aceptable, aunque le falta profundidad.",2024-03-20
607,402,978-84-663-5341-8,4,Fácil de recomendar.,2024-02-04
608,402,978-0-7432-7356-5,1,Bem abaixo do esperado.,2024-01-12
609,402,978-1-61-729454-9,2,"Tem boas ideias, mas execução fraca.",2024-01-27
610,760,978-1-59-327599-0,1,Realmente decepcionante.,2024-01-13
611,919,978-0-13-468599-1,4,Excelente quase o livro todo.,2024-03-04
612,79,978-84-664-0542-1,5,Excelente!,2024-01-28
613,79,978-0-15-601219-5,4,Leitura muito agradável.,2024-02-18
614,228,978-1-61-729608-6,2,No lo volvería a leer.,2024-02-06
615,515,978-0-7432-7358-9,2,A very average experience.,2024-03-02
616,611,978-1-59327-992-9,3,Aceitável considerando o preço.,2024-03-13
617,611,978-1-61-729454-9,3,Bom para passar o tempo.,2024-03-04
618,639,978-1-32-400189-1,5,Una historia que no olvidaré fácilmente.,2024-01-23
619,639,978-0-7432-7358-9,3,Se deja leer.,2024-01-29
620,639,978-0-307-58846-7,4,Me tuvo enganchada de principio a fin.,2024-01-19
621,639,978-1-61-729443-3,1,No lo recomiendo bajo ningún motivo.,2024-01-21
622,800,978-1-49-192912-2,5,Leitura obrigatória.,2024-02-28
623,800,978-84-664-0542-1,3,Cumpre o básico.,2024-03-06
624,800,978-1-49-204579-1,2,Não é muito bom.,2024-02-16
625,494,978-0-14-310497-1,4,Me gustó bastante.,2024-02-28
626,815,978-1-49-205387-1,5,Excelente!,2024-03-31
627,815,978-84-663-5341-8,5,Perfeito do início ao fim.,2024-03-16
628,557,978-84-938-4620-5,5,Superou expectativas.,2024-01-29
629,865,978-1-49-192912-2,3,"Leitura leve, nada especial.",2024-03-14
630,136,978-1-59327-992-9,1,Not worth the time.,2024-03-21
631,136,978-85-508-0460-8,4,A delightful read.,2024-03-19
632,136,978-1-61-729454-9,3,Good casual reading.,2024-02-07
633,136,978-0-14-310497-1,5,Couldn’t put it down.,2024-02-18
634,790,978-84-670-5504-3,5,A masterpiece.,2024-02-25
635,939,978-0-7432-7358-9,5,Perfeito do início ao fim.,2024-02-21
636,337,978-0-06-231609-7,5,"No tengo quejas, solo elogios.",2024-01-25
637,863,978-1-59327-992-9,4,Fácil de recomendar.,2024-01-11
638,863,978-1-59-327599-0,5,Uma verdadeira obra-prima.,2024-02-13
639,911,978-0-14-310497-1,3,Algumas partes me agradaram.,2024-01-23
640,144,978-0-307-58846-7,4,História bem construída.,2024-02-10
641,408,978-0-525-51823-7,3,Cumpre o básico.,2024-02-03
642,408,978-0-7432-7356-5,1,Horrível do começo ao fim.,2024-02-20
643,129,978-84-376-0494-7,4,"Very good, recommended.",2024-03-11
644,129,978-1-59-327599-0,4,Great pacing and characters.,2024-02-03
645,495,978-1-61-729443-3,3,Nada surpreendente.,2024-02-17
646,755,978-0-307-58846-7,4,Me surpreendeu positivamente.,2024-02-11
647,755,978-1-49-204579-1,4,Fácil de recomendar.,2024-03-01
648,233,978-1-49-207126-4,3,Entretenimento razoável.,2024-02-08
649,672,978-1-61-729608-6,4,Me gustó bastante.,2024-02-19
650,672,978-1-25-014405-8,4,Una grata sorpresa.,2024-02-02
651,323,978-84-204-8065-2,2,Predictable and slow.,2024-03-25
652,701,978-0-13-468599-1,4,Well written and engaging.,2024-02-13
653,701,978-0-307-58846-7,5,Highly recommended!,2024-03-06
654,701,978-84-9838-137-0,3,Predictable but pleasant.,2024-03-20
655,809,978-0-06-231609-7,5,Perfect from start to finish.,2024-02-02
656,847,978-0-06-245771-4,3,Middle of the road.,2024-01-18
657,847,978-1-59327-950-9,4,Worth reading for sure.,2024-02-10
658,847,978-1-49-192912-2,5,Exceeded my expectations.,2024-02-05
659,615,978-0-307-58846-7,2,Empezó bien pero se vino abajo rápido.,2024-02-26
660,615,978-0-14-044926-6,1,Pésima experiencia.,2024-01-18
661,615,978-1-32-400189-1,4,"Tiene algunos detalles, pero es muy bueno.",2024-02-08
662,615,978-84-670-5504-3,4,Lo volvería a leer.,2024-01-17
663,708,978-0-07-352340-8,2,"Tuvo potencial, pero mal ejecutado.",2024-03-08
664,785,978-0-307-58846-7,4,"Tiene mucho corazón, realmente disfruté.",2024-02-09
665,20,978-1-32-400189-1,4,Ótimos personagens.,2024-03-12
666,20,978-0-452-28831-7,4,Ótimos personagens.,2024-02-25
667,20,978-84-376-0494-7,4,Me surpreendeu positivamente.,2024-02-04
668,232,978-0-452-28423-4,5,Superou expectativas.,2024-02-15
669,631,978-0-385-07473-3,5,De los mejores que he leído en años.,2024-02-12
670,631,978-1-49-207126-4,4,"Tiene mucho corazón, realmente disfruté.",2024-01-13
671,141,978-1-61-729608-6,3,Nothing special but enjoyable.,2024-03-08
672,141,978-84-663-4265-8,1,Really bad.,2024-02-06
673,954,978-0-452-28831-7,3,"No está mal, pero tampoco me fascinó.",2024-02-17
674,513,978-84-663-5341-8,2,Los personajes son planos.,2024-02-02
675,372,978-1-32-400189-1,2,Podría ser mejor.,2024-02-16
676,519,978-0-07-352340-8,5,Perfeito do início ao fim.,2024-02-04
677,684,978-1-49-205387-1,2,Um pouco decepcionante.,2024-02-28
678,684,978-1-61-729608-6,2,Esperava mais.,2024-02-12
679,856,978-1-61-729454-9,5,Maravilhoso.,2024-02-25
680,46,978-0-14-044926-6,3,Entretenido pero poco memorable.,2024-01-28
681,46,978-84-670-5504-3,5,Simplemente maravilloso.,2024-03-16
682,46,978-1-61-729454-9,5,Me emocionó muchísimo.,2024-01-27
683,930,978-84-663-4265-8,1,Absolutely awful.,2024-01-08
684,930,978-1-61-729608-6,5,A book I’ll never forget.,2024-01-18
685,799,978-1-59327-992-9,3,It's ok.,2024-01-20
686,799,978-0-13-468599-1,1,Terrible quality.,2024-01-21
687,266,978-0-14-044926-6,3,Me mantuvo interesada algunas partes.,2024-03-15
688,266,978-1-49-204579-1,4,Se nota el trabajo y la dedicación.,2024-02-19
689,461,978-1-49-192912-2,3,"Correcto, cumple.",2024-01-16
690,461,978-1-61-729443-3,4,Un libro para recomendar.,2024-03-04
691,461,978-1-59327-992-9,3,"Lectura simple, pasa el rato.",2024-02-14
692,461,978-0-7432-7357-2,4,Sorprendentemente bueno.,2024-02-23
693,461,978-84-9838-137-0,2,Podría ser mejor.,2024-02-08
694,157,978-1-32-400189-1,4,Gostei bastante.,2024-01-18
695,175,978-0-7432-7356-5,5,Superou expectativas.,2024-01-18
